spatial_unit,pickup_count,avg_distance,avg_duration_min,avg_price,short_trip_ratio,late_pickup_ratio,weekend_pickup_ratio,dropoff_count,active_night_hours,active_nights,max_hourly_activity,weekday_avg_activity,weekend_avg_activity,total_activity,inflow_outflow_balance,activity_persistence,weekend_boost,night_vitality_score,cluster_id,region_type
8731aa426ffffff,1022.0,16.870910665362036,50.644706457925636,0.0,0.0136986301369863,0.2700587084148728,0.43933463796477495,887.0,42,6,119,35.0,66.35714285714286,1909.0,-0.07071765322158198,1.0,1.871031746031746,79.68,2,nightlife_core
8731aa421ffffff,1384.0,16.127800650289018,50.971380057803465,0.0,0.019508670520231215,0.2947976878612717,0.4638728323699422,1174.0,42,6,135,47.67857142857143,87.35714285714286,2558.0,-0.08209538702111024,1.0,1.8151137197358767,79.66,2,nightlife_core
8731aa406ffffff,628.0,15.589020859872612,49.38804140127388,0.0,0.03503184713375796,0.25796178343949044,0.4267515923566879,577.0,42,6,66,22.142857142857142,41.785714285714285,1205.0,-0.04232365145228216,1.0,1.8487654320987654,79.62,4,mixed_evening_area
8731aa50effffff,1057.0,17.572106717123933,51.75838221381268,0.0,0.017975402081362345,0.2478713339640492,0.4247871333964049,975.0,42,6,112,37.107142857142854,70.92857142857143,2032.0,-0.040354330708661415,1.0,1.8875351452671043,79.54,2,nightlife_core
8731aa543ffffff,696.0,17.009406609195402,51.24160919540229,0.0,0.015804597701149427,0.2557471264367816,0.46839080459770116,587.0,42,6,89,23.428571428571427,44.785714285714285,1283.0,-0.08495713172252534,1.0,1.8742690058479532,79.51,4,mixed_evening_area
8731aa429ffffff,3425.0,16.082344408759123,51.801494890510945,0.0,0.01781021897810219,0.3124087591240876,0.39912408759124085,3036.0,42,6,303,122.25,217.0,6461.0,-0.06020739823556725,1.0,1.768762677484787,79.5,2,nightlife_core
8731aa55cffffff,1935.0,16.399087906976746,50.42575710594315,0.0,0.028940568475452195,0.289922480620155,0.4160206718346253,1816.0,42,6,191,70.53571428571429,126.85714285714286,3751.0,-0.031724873367102106,1.0,1.7873190214677983,79.48,2,nightlife_core
8731aa425ffffff,2213.0,16.536408992318123,51.310370537731586,0.0,0.018978761861726163,0.2792589245368278,0.4238590149118843,2025.0,42,6,231,79.03571428571429,144.64285714285714,4238.0,-0.04436054742803209,1.0,1.8197233377956268,79.44,2,nightlife_core
8731aa461ffffff,685.0,16.759754890510948,48.85948905109489,0.0,0.033576642335766425,0.31386861313868614,0.454014598540146,684.0,42,6,75,26.035714285714285,45.714285714285715,1369.0,-0.0007304601899196494,1.0,1.727873183619551,79.4,4,mixed_evening_area
8731aa404ffffff,1891.0,16.37702575356954,50.50692226335272,0.0,0.025912215758857746,0.3030142781597039,0.4257006874669487,1718.0,42,6,191,68.35714285714286,121.07142857142857,3609.0,-0.04793571626489332,1.0,1.760041194644696,79.4,2,nightlife_core
8731aa50bffffff,1078.0,16.920716512059368,51.374406307977736,0.0,0.015769944341372914,0.313543599257885,0.42207792207792205,1030.0,42,6,103,39.892857142857146,70.78571428571429,2108.0,-0.022770398481973434,1.0,1.755458515283843,79.36,2,nightlife_core
8731aa466ffffff,1678.0,16.445924374255064,50.633712753277706,0.0,0.020858164481525627,0.3259833134684148,0.4100119189511323,1505.0,42,6,160,60.892857142857146,105.57142857142857,3183.0,-0.05435124096764059,1.0,1.7218695903058279,79.34,2,nightlife_core
8731aa423ffffff,2290.0,16.691525240174673,51.645227074235805,0.0,0.012663755458515284,0.2606986899563319,0.434061135371179,2056.0,42,6,239,80.46428571428571,149.5,4346.0,-0.053842613897837094,1.0,1.84743533537922,79.3,2,nightlife_core
8731aa55effffff,2435.0,16.703577823408622,51.06503901437372,0.0,0.01642710472279261,0.3408624229979466,0.4151950718685832,2338.0,42,6,201,92.28571428571429,156.35714285714286,4773.0,-0.020322648229624974,1.0,1.6868300153139355,79.19,2,nightlife_core
8731aa509ffffff,1355.0,16.555556457564574,51.48418450184502,0.0,0.01992619926199262,0.26642066420664207,0.43025830258302583,1167.0,42,6,157,47.07142857142857,86.0,2522.0,-0.07454401268834258,1.0,1.8098068350668648,79.16,2,nightlife_core
8731aa540ffffff,476.0,16.80086869747899,49.73710084033613,0.0,0.008403361344537815,0.25840336134453784,0.4495798319327731,407.0,42,6,58,16.214285714285715,30.642857142857142,883.0,-0.07814269535673839,1.0,1.838174273858921,79.11,4,mixed_evening_area
8731aa46cffffff,309.0,18.0406925566343,48.61223300970874,0.0,0.032362459546925564,0.28802588996763756,0.41423948220064727,314.0,42,6,36,11.714285714285714,21.071428571428573,623.0,0.008025682182985553,1.0,1.7359550561797754,79.04,4,mixed_evening_area
8731aa424ffffff,968.0,17.003068801652894,51.56916322314049,0.0,0.01859504132231405,0.3006198347107438,0.4287190082644628,913.0,42,6,98,35.785714285714285,62.785714285714285,1881.0,-0.029239766081871343,1.0,1.7339805825242718,79.01,2,nightlife_core
8731aa464ffffff,502.0,16.82816513944223,48.742828685258964,0.0,0.0199203187250996,0.30278884462151395,0.40239043824701193,460.0,42,6,50,18.285714285714285,32.142857142857146,962.0,-0.04365904365904366,1.0,1.7185185185185188,78.92,4,mixed_evening_area
8731aa551ffffff,1798.0,16.2202468298109,50.95952725250278,0.0,0.026696329254727477,0.3231368186874305,0.40433815350389324,1607.0,42,6,146,66.10714285714286,111.0,3405.0,-0.056093979441997066,1.0,1.6689728579031398,78.91,2,nightlife_core
8731aa470ffffff,1999.0,17.00256143071536,50.87688844422211,0.0,0.015007503751875938,0.31265632816408206,0.42021010505252626,1834.0,42,6,193,73.67857142857143,126.42857142857143,3833.0,-0.04304722149752152,1.0,1.7063605930176948,78.89,2,nightlife_core
8731aa42effffff,1935.0,16.151107131782947,51.671540051679585,0.0,0.014987080103359173,0.27596899224806204,0.43049095607235144,1729.0,42,6,193,69.25,123.21428571428571,3664.0,-0.056222707423580785,1.0,1.768174885612608,78.86,2,nightlife_core
8731aa518ffffff,447.0,16.841614988814317,50.236241610738254,0.0,0.024608501118568233,0.25279642058165547,0.46308724832214765,390.0,42,6,49,15.571428571428571,28.642857142857142,837.0,-0.06810035842293907,1.0,1.788793103448276,78.83,4,mixed_evening_area
8731aa553ffffff,1432.0,16.302085195530726,50.905523743016765,0.0,0.013966480446927373,0.3463687150837989,0.3952513966480447,1384.0,42,6,119,55.07142857142857,91.0,2816.0,-0.017045454545454544,1.0,1.6407643312101912,78.82,2,nightlife_core
8731aa56bffffff,624.0,24.518690224358977,48.588653846153846,0.0,0.04807692307692308,0.30448717948717946,0.3733974358974359,1093.0,42,6,74,33.42857142857143,55.785714285714285,1717.0,0.27315084449621435,1.0,1.6493775933609958,78.77,2,nightlife_core
8731aa463ffffff,437.0,17.131579176201374,48.57368421052632,0.0,0.038901601830663615,0.32265446224256294,0.40503432494279173,547.0,42,6,57,19.178571428571427,31.928571428571427,984.0,0.11178861788617886,1.0,1.6318584070796462,78.76,4,mixed_evening_area
8731aa552ffffff,1192.0,16.745777181208055,50.95777684563758,0.0,0.018456375838926176,0.2961409395973154,0.4203020134228188,1139.0,42,6,129,44.714285714285715,77.07142857142857,2331.0,-0.022737022737022737,1.0,1.7078125,78.69,2,nightlife_core
8731aa54cffffff,841.0,20.432143400713436,47.364565992865636,0.0,0.028537455410225922,0.31391200951248516,0.4090368608799049,839.0,42,6,85,32.75,54.5,1680.0,-0.0011904761904761906,1.0,1.6444444444444444,78.57,2,nightlife_core
8731aa433ffffff,707.0,16.30238585572843,48.43975954738332,0.0,0.04526166902404526,0.24611032531824611,0.4073550212164074,631.0,42,6,99,25.428571428571427,44.714285714285715,1338.0,-0.05680119581464873,1.0,1.7297297297297298,78.52,4,mixed_evening_area
8731aa554ffffff,1334.0,16.782059295352326,50.42663418290855,0.0,0.023238380809595203,0.2856071964017991,0.4197901049475262,1151.0,42,6,138,47.82142857142857,81.85714285714286,2485.0,-0.07364185110663984,1.0,1.6971470373079738,78.51,2,nightlife_core
8731aa541ffffff,1277.0,16.507242913077523,49.91830853563038,0.0,0.028974158183241974,0.30227094753328115,0.40798747063429913,1180.0,42,6,125,47.964285714285715,79.57142857142857,2457.0,-0.03947903947903948,1.0,1.6455142231947484,78.4,2,nightlife_core
8731aa444ffffff,329.0,16.675322188449847,48.720243161094224,0.0,0.02735562310030395,0.3221884498480243,0.42249240121580545,292.0,42,6,37,12.107142857142858,20.142857142857142,621.0,-0.05958132045088567,1.0,1.6130790190735693,78.4,4,mixed_evening_area
8731aa54effffff,1361.0,17.70634974283615,48.94159441587068,0.0,0.020573108008817047,0.29390154298310067,0.42174871418074944,1241.0,42,6,133,50.392857142857146,85.07142857142857,2602.0,-0.04611837048424289,1.0,1.6747741487143848,78.39,2,nightlife_core
8731aa503ffffff,387.0,18.49340542635659,51.669870801033596,0.0,0.00516795865633075,0.27906976744186046,0.42377260981912146,365.0,42,6,43,14.214285714285714,25.285714285714285,752.0,-0.02925531914893617,1.0,1.727699530516432,78.39,4,mixed_evening_area
8731aa51bffffff,886.0,16.613594695259593,50.53187358916478,0.0,0.019187358916478554,0.2686230248306998,0.43340857787810383,741.0,42,6,89,31.107142857142858,54.0,1627.0,-0.08912108174554395,1.0,1.7130144605116795,78.31,2,nightlife_core
8731aa469ffffff,305.0,16.015373770491806,46.00937704918033,0.0,0.02622950819672131,0.2754098360655738,0.38688524590163936,370.0,42,6,32,12.892857142857142,22.428571428571427,675.0,0.0962962962962963,1.0,1.686375321336761,78.26,4,mixed_evening_area
8731aa436ffffff,630.0,16.972673650793652,48.358174603174604,0.0,0.0380952380952381,0.2904761904761905,0.4,579.0,42,6,57,23.607142857142858,39.142857142857146,1209.0,-0.04218362282878412,1.0,1.6313497822931786,78.23,4,mixed_evening_area
8731aa51affffff,698.0,16.880885386819486,49.995659025787965,0.0,0.02148997134670487,0.2621776504297994,0.4283667621776504,628.0,42,6,70,25.357142857142858,44.0,1326.0,-0.05279034690799397,1.0,1.7073170731707317,78.2,4,mixed_evening_area
8731aa56affffff,395.0,16.85217493670886,48.96240506329114,0.0,0.04810126582278481,0.24556962025316456,0.40253164556962023,393.0,42,6,43,15.107142857142858,26.071428571428573,788.0,-0.0025380710659898475,1.0,1.680709534368071,78.12,4,mixed_evening_area
8731aa471ffffff,1068.0,16.006654681647937,50.31488764044944,0.0,0.026217228464419477,0.27340823970037453,0.41198501872659177,940.0,42,6,108,39.0,65.42857142857143,2008.0,-0.06374501992031872,1.0,1.6607142857142858,78.03,2,nightlife_core
8731aa473ffffff,1377.0,16.693888816267247,49.3539360929557,0.0,0.030501089324618737,0.3100944081336238,0.39578794480755264,1399.0,42,6,123,55.17857142857143,87.92857142857143,2776.0,0.00792507204610951,1.0,1.5829624920534011,77.98,2,nightlife_core
8731aa51cffffff,580.0,17.142985517241378,50.81846551724138,0.0,0.017241379310344827,0.27586206896551724,0.46379310344827585,509.0,41,6,82,21.25925925925926,36.785714285714285,1089.0,-0.06519742883379247,0.9761904761904762,1.6975279296410744,77.87,4,mixed_evening_area
8731aa420ffffff,1221.0,15.988781654381654,51.03570024570024,0.0,0.02457002457002457,0.25307125307125306,0.44471744471744473,995.0,42,6,149,42.82142857142857,72.64285714285714,2216.0,-0.10198555956678701,1.0,1.6805215973920131,77.86,2,nightlife_core
8731aa501ffffff,446.0,18.29712668161435,51.973991031390135,0.0,0.006726457399103139,0.2802690582959641,0.4192825112107623,397.0,41,6,51,16.37037037037037,28.642857142857142,843.0,-0.05812574139976275,0.9761904761904762,1.706518428266829,77.85,4,mixed_evening_area
8731aa41dffffff,431.0,16.170137587006963,47.67204176334107,0.0,0.03480278422273782,0.3109048723897912,0.39211136890951276,450.0,42,6,40,17.607142857142858,27.714285714285715,881.0,0.021566401816118047,1.0,1.5431861804222649,77.71,4,mixed_evening_area
8731aa42affffff,1808.0,15.57960956858407,51.03964601769911,0.0,0.023230088495575223,0.2571902654867257,0.4264380530973451,1603.0,42,6,189,66.46428571428571,110.71428571428571,3411.0,-0.06009967751392554,1.0,1.655902593965061,77.68,2,nightlife_core
8731aa409ffffff,1632.0,15.937782169117648,49.24594975490196,0.0,0.04105392156862745,0.3290441176470588,0.36580882352941174,1659.0,42,6,144,67.17857142857143,100.71428571428571,3291.0,0.008204193254329991,1.0,1.4918805657412257,77.63,2,nightlife_core
8731aa405ffffff,1904.0,15.974815966386554,50.34005252100841,0.0,0.026260504201680673,0.2956932773109244,0.4070378151260504,1603.0,42,6,178,69.96428571428571,110.57142857142857,3507.0,-0.08582834331337326,1.0,1.57221942627076,77.59,2,nightlife_core
8731aa52cffffff,272.0,17.235514338235294,48.02485294117647,0.0,0.05514705882352941,0.29411764705882354,0.38235294117647056,273.0,41,6,31,10.25925925925926,19.142857142857142,545.0,0.001834862385321101,0.9761904761904762,1.7890037593984962,77.37,4,mixed_evening_area
8731aa521ffffff,283.0,17.303383038869256,52.17219081272085,0.0,0.007067137809187279,0.30742049469964666,0.5265017667844523,244.0,40,6,36,7.5,23.714285714285715,527.0,-0.07400379506641366,0.9523809523809523,2.9075630252100844,77.31,4,mixed_evening_area
8731aa46effffff,252.0,19.18993373015873,48.42861111111111,0.0,0.01984126984126984,0.3373015873015873,0.44047619047619047,259.0,42,6,32,8.607142857142858,19.285714285714285,511.0,0.0136986301369863,1.0,2.111524163568773,77.26,4,mixed_evening_area
8731aa476ffffff,1808.0,15.844228429203541,50.625951327433626,0.0,0.024889380530973452,0.3019911504424779,0.42035398230088494,1694.0,42,6,175,70.82142857142857,108.5,3502.0,-0.03255282695602513,1.0,1.5246146195922428,77.24,2,nightlife_core
8731aa460ffffff,981.0,15.902748318042814,50.48730886850153,0.0,0.022426095820591234,0.3058103975535168,0.4199796126401631,991.0,42,6,104,39.892857142857146,61.07142857142857,1972.0,0.005070993914807302,1.0,1.5179039301310042,77.2,2,nightlife_core
8731aa403ffffff,662.0,16.541753927492447,49.16179758308157,0.0,0.01812688821752266,0.31419939577039274,0.39123867069486407,592.0,42,6,59,25.428571428571427,38.714285714285715,1254.0,-0.05582137161084529,1.0,1.502702702702703,77.13,4,mixed_evening_area
8731aa408ffffff,1083.0,15.902809048938135,48.594339796860574,0.0,0.04247460757156048,0.31117266851338876,0.3896583564173592,1037.0,42,6,88,43.714285714285715,64.0,2120.0,-0.02169811320754717,1.0,1.4536741214057507,77.02,2,nightlife_core
8731aa454ffffff,815.0,16.460639754601225,49.337828220858896,0.0,0.025766871165644172,0.25398773006134967,0.4098159509202454,744.0,42,6,78,30.928571428571427,49.5,1559.0,-0.045542014111610005,1.0,1.5816554809843402,77.0,2,nightlife_core
8731aa42dffffff,1346.0,16.320025705794947,51.59251857355126,0.0,0.022288261515601784,0.3224368499257058,0.36478454680534916,1326.0,42,6,106,55.107142857142854,80.64285714285714,2672.0,-0.0074850299401197605,1.0,1.4551241247612985,76.89,2,nightlife_core
8731aa40effffff,1244.0,16.351458601286176,48.77602893890675,0.0,0.0409967845659164,0.29260450160771706,0.38102893890675243,1252.0,42,6,115,51.25,75.78571428571429,2496.0,0.003205128205128205,1.0,1.469583048530417,76.85,2,nightlife_core
8731aa402ffffff,323.0,17.472043653250772,49.1159133126935,0.0,0.01238390092879257,0.29102167182662536,0.4086687306501548,339.0,41,6,34,13.37037037037037,21.5,662.0,0.02416918429003021,0.9761904761904762,1.565721649484536,76.84,4,mixed_evening_area
8731aa40dffffff,1010.0,15.592209900990099,49.05316831683168,0.0,0.023762376237623763,0.300990099009901,0.402970297029703,972.0,42,6,82,40.67857142857143,60.214285714285715,1982.0,-0.01917255297679112,1.0,1.4687232219365896,76.7,2,nightlife_core
8731aa545ffffff,490.0,16.766830612244895,48.93926530612245,0.0,0.02040816326530612,0.2510204081632653,0.41836734693877553,445.0,42,6,57,18.607142857142858,29.571428571428573,935.0,-0.0481283422459893,1.0,1.5591985428051003,76.66,4,mixed_evening_area
8731aa54bffffff,325.0,15.062715076923078,48.790461538461535,0.0,0.04923076923076923,0.20307692307692307,0.4430769230769231,348.0,42,6,46,13.214285714285714,21.642857142857142,673.0,0.03417533432392273,1.0,1.5929648241206031,76.66,4,mixed_evening_area
8731aa472ffffff,1105.0,16.52910995475113,50.74997285067873,0.0,0.02171945701357466,0.269683257918552,0.39728506787330314,1040.0,42,6,114,43.42857142857143,66.35714285714286,2145.0,-0.030303030303030304,1.0,1.5160771704180065,76.59,2,nightlife_core
8731aa528ffffff,303.0,17.513981518151816,49.55788778877888,0.0,0.0429042904290429,0.30363036303630364,0.43234323432343236,393.0,42,6,35,14.428571428571429,20.857142857142858,696.0,0.12931034482758622,1.0,1.4166666666666667,76.58,4,mixed_evening_area
8731aa40affffff,651.0,14.842673886328726,47.447711213517664,0.0,0.05222734254992319,0.31490015360983103,0.3717357910906298,707.0,42,6,59,28.642857142857142,39.714285714285715,1358.0,0.041237113402061855,1.0,1.3734939759036144,76.52,4,mixed_evening_area
